case:concept:name,concept:name,time:timestamp
03364793/2015,cecon-aguardandoprovidências,2015-07-20 08:37:02
03364793/2015,cecon-arquivado,2015-07-20 08:37:17
03364793/2015,cecon-atodeaprovaçãoassinado,2018-04-04 13:19:26
03364793/2015,cecon-arquivado,2018-04-25 07:07:46
03460261/2015,cecon-protocolizado,2015-06-09 10:16:41
03460261/2015,cecon-distribuído,2015-06-09 10:16:42
03460261/2015,cecon-despachoassinado,2015-06-10 10:33:44
03460261/2015,cecon-aguardandociênciadocontribuinte,2015-06-10 10:34:54
03460261/2015,cecon-ciente,2015-06-10 16:16:35
03460261/2015,cecon-documentoassinadopelocontribuinte,2015-06-23 15:47:59
03460261/2015,cecon-regimeespecialdetributaçãoassinado,2015-06-24 14:28:35
03460261/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-06-24 14:36:44
03460261/2015,gabinetesecretaria-atodeconcordânciadocontribuinteassinado,2015-09-02 16:40:42
03460261/2015,cecon-aguardandoprovidências,2015-09-02 16:40:50
03460261/2015,cecon-arquivado,2015-09-02 16:41:18
03663839/2015,cecon-protocolizado,2015-06-17 15:15:18
03663839/2015,cecon-distribuído,2015-06-17 15:15:19
03663839/2015,cecon-despachoassinado,2015-06-18 13:53:39
03663839/2015,cecon-aguardandociênciadocontribuinte,2015-06-18 13:54:24
03663839/2015,cecon-ciente,2015-06-18 14:55:35
03663839/2015,cecon-aguardandociênciadocontribuinte,2015-06-18 15:00:29
03663839/2015,cecon-despachoassinado,2015-06-18 15:01:21
03663839/2015,cecon-aguardandociênciadocontribuinte,2015-06-18 15:04:35
03663839/2015,cecon-documentoassinadopelocontribuinte,2015-06-18 16:03:55
03663839/2015,cecon-regimeespecialdetributaçãoassinado,2015-07-13 08:02:26
03663839/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-07-13 08:09:08
03663839/2015,orientacaocecon-atodeaprovaçãoassinado,2015-07-17 16:25:44
03663839/2015,cotri-aguardandoassinaturadocoordenador,2015-07-17 16:26:13
03663839/2015,cotri-atodeaprovaçãoassinado,2015-07-20 09:34:28
03663839/2015,gabinetesecretaria-aguardandoassinaturadosecretário,2015-07-20 09:35:05
03663839/2015,gabinetesecretaria-atodeaprovaçãoassinado,2015-07-28 16:15:16
03663839/2015,cecon-aguardandoprovidências,2015-08-03 07:41:05
03663839/2015,cecon-arquivado,2015-08-03 07:41:37
03701650/2015,cecon-protocolizado,2015-06-18 16:03:41
03701650/2015,cecon-distribuído,2015-06-18 16:03:42
03701650/2015,cecon-despachoassinado,2015-06-19 15:18:05
03701650/2015,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2015-06-19 15:19:17
03701650/2015,cecon-ciente,2015-06-22 08:34:11
03701650/2015,cecon-aguardandodocumento,2015-07-16 16:18:32
03701650/2015,cecon-despachoassinado,2015-08-10 16:18:03
03701650/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-08-10 16:20:56
03701650/2015,orientacaocecon-atodeaprovaçãoassinado,2015-08-13 10:59:03
03701650/2015,cotri-aguardandoprovidências,2015-08-13 10:59:34
03701650/2015,cotri-despachoassinado,2015-08-24 10:44:01
03701650/2015,cecon-aguardandoprovidências,2015-08-24 10:44:19
03701650/2015,cecon-arquivado,2015-08-24 10:45:28
03702753/2015,cecon-protocolizado,2015-06-18 16:17:11
03702753/2015,cecon-distribuído,2015-06-18 16:17:16
03702753/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-06-22 15:06:59
03702753/2015,orientacaocecon-analisado,2015-07-07 21:23:43
03702753/2015,cecon-aguardandoprovidências,2015-07-07 21:23:52
03702753/2015,cecon-despachoassinado,2015-07-16 15:41:11
03702753/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-07-16 15:43:06
03702753/2015,orientacaocecon-atodeaprovaçãoassinado,2015-07-17 16:18:38
03702753/2015,cotri-aguardandoprovidências,2015-07-17 16:19:01
03702753/2015,cotri-analisado,2015-07-20 08:12:00
03702753/2015,cecon-aguardandoprovidências,2015-07-20 08:12:33
03702753/2015,cecon-arquivado,2015-07-20 08:13:06
03800070/2015,cecon-protocolizado,2015-06-23 16:19:49
03800070/2015,cecon-distribuído,2015-06-23 16:19:49
03800070/2015,cecon-documentoassinadopelocontribuinte,2015-06-23 16:22:57
03800070/2015,cecon-despachoassinado,2015-07-03 09:59:50
03800070/2015,cecon-aguardandociênciadocontribuinte,2015-07-03 10:00:38
03800070/2015,cecon-ciente,2015-07-03 12:02:04
03800070/2015,cecon-documentoassinadopelocontribuinte,2015-07-03 16:04:13
03800070/2015,cecon-regimeespecialdetributaçãoassinado,2015-07-07 13:51:04
03800070/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-07-07 13:52:31
03800070/2015,orientacaocecon-analisado,2015-07-07 15:56:06
03800070/2015,cecon-aguardandoprovidências,2015-07-07 19:51:25
03800070/2015,cecon-ajustado,2015-07-08 08:17:50
03800070/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-07-08 08:18:35
03800070/2015,orientacaocecon-atodeaprovaçãoassinado,2015-07-09 08:59:39
03800070/2015,cotri-aguardandoassinaturadocoordenador,2015-07-09 09:00:15
03800070/2015,cotri-atodeaprovaçãoassinado,2015-07-09 14:59:47
03800070/2015,gabinetesecretaria-aguardandoassinaturadosecretário,2015-07-09 15:00:44
03800070/2015,gabinetesecretaria-atodeaprovaçãoassinado,2015-07-31 10:55:03
03800070/2015,gabinetesecretaria-aguardandoassinaturadocontribuinte,2015-08-06 07:36:38
03800070/2015,gabinetesecretaria-atodeconcordânciadocontribuinteassinado,2015-08-06 07:36:46
03800070/2015,gabinetesecretaria-arquivado,2015-08-06 07:38:06
03800070/2015,gabinetesecretaria-desarquivado,2015-09-22 13:47:17
03800070/2015,gabinetesecretaria-redistribuído,2015-09-22 13:48:57
03800070/2015,cecon-redistribuído,2015-09-22 13:49:02
03800070/2015,cecon-despachoassinado,2015-09-22 16:37:44
03800070/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-09-22 16:40:09
03800070/2015,orientacaocecon-analisado,2015-09-28 16:09:03
03800070/2015,cecon-aguardandoprovidências,2015-09-28 16:09:08
03800070/2015,cecon-despachoassinado,2015-10-01 08:45:05
03800070/2015,orientacaocecon-aguardandoprovidências,2015-10-01 09:08:01
03800070/2015,orientacaocecon-atodeaprovaçãoassinado,2015-10-05 10:43:32
03800070/2015,cecon-aguardandoprovidências,2015-10-05 10:46:03
03800070/2015,cecon-providenciado,2015-10-06 08:30:33
03800070/2015,cecon-aguardandociênciadocontribuinte,2015-10-06 08:30:40
03800070/2015,cecon-arquivado,2015-11-09 08:43:51
03848073/2015,cecon-protocolizado,2015-06-25 11:58:35
03848073/2015,cecon-distribuído,2015-06-25 11:58:36
03848073/2015,cecon-despachoassinado,2015-07-08 16:17:29
03848073/2015,cecon-aguardandociênciadocontribuinte,2015-07-08 16:20:21
03848073/2015,cecon-ciente,2015-07-15 10:09:32
03848073/2015,cecon-documentoassinadopelocontribuinte,2015-07-15 10:22:36
03848073/2015,cecon-regimeespecialdetributaçãoassinado,2015-07-17 16:41:50
03848073/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-07-17 16:53:48
03848073/2015,orientacaocecon-atodeaprovaçãoassinado,2015-07-17 16:58:29
03848073/2015,cotri-aguardandoassinaturadocoordenador,2015-07-17 16:58:55
03848073/2015,cotri-atodeaprovaçãoassinado,2015-07-20 09:21:24
03848073/2015,gabinetesecretaria-aguardandoassinaturadosecretário,2015-07-20 09:21:59
03848073/2015,gabinetesecretaria-atodeaprovaçãoassinado,2015-07-31 10:51:05
03848073/2015,gabinetesecretaria-aguardandoassinaturadocontribuinte,2015-07-31 14:06:56
03848073/2015,gabinetesecretaria-atodeconcordânciadocontribuinteassinado,2015-08-24 08:38:03
03848073/2015,cecon-aguardandoprovidências,2015-08-24 08:38:27
03848073/2015,cecon-arquivado,2015-08-24 08:38:48
03879548/2015,cecon-protocolizado,2015-06-26 11:25:47
03879548/2015,cecon-distribuído,2015-06-26 11:25:47
03879548/2015,cecon-documentoassinadopelocontribuinte,2015-07-01 17:52:21
03879548/2015,cecon-regimeespecialdetributaçãoassinado,2015-07-23 16:08:11
03879548/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-07-23 16:24:32
03879548/2015,orientacaocecon-atodeaprovaçãoassinado,2015-07-24 08:33:03
03879548/2015,cotri-aguardandoassinaturadocoordenador,2015-07-24 08:33:25
03879548/2015,cotri-sobrestado,2015-07-28 16:03:45
03879548/2015,cecon-aguardandodocumento,2015-07-28 16:03:59
03879548/2015,cecon-redistribuído,2015-07-28 16:06:50
03879548/2015,cecon-informaçãofiscalassinada,2015-08-19 09:01:58
03879548/2015,cecon-despachoassinado,2015-08-19 09:03:21
03879548/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-08-19 09:13:46
03879548/2015,orientacaocecon-analisado,2015-08-19 14:03:44
03879548/2015,cecon-aguardandoprovidências,2015-08-19 14:03:50
03879548/2015,cecon-parecerassinado,2015-08-20 09:10:44
03879548/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-08-20 09:17:56
03879548/2015,orientacaocecon-atodeaprovaçãoassinado,2015-08-20 14:08:09
03879548/2015,cotri-aguardandoanálisedocoordenador,2015-08-20 14:08:31
03879548/2015,cotri-atodeaprovaçãoassinado,2015-09-18 11:08:31
03879548/2015,gabinetesecretaria-aguardandoassinaturadosecretário,2015-09-18 11:09:11
03879548/2015,gabinetesecretaria-atodeaprovaçãoassinado,2015-09-21 12:17:28
03879548/2015,gabinetesecretaria-aguardandociênciadocontribuinte,2015-09-29 10:31:19
03879548/2015,gabinetesecretaria-prazodecorrido,2015-11-09 09:09:21
03879548/2015,cecon-aguardandoprovidências,2015-11-09 09:09:32
03879548/2015,cecon-arquivado,2015-11-09 09:10:15
03895055/2015,cecon-protocolizado,2015-06-26 16:46:12
03895055/2015,cecon-distribuído,2015-06-26 16:46:13
03895055/2015,cecon-despachoassinado,2015-07-17 16:29:03
03895055/2015,cecon-aguardandodocumento,2015-07-17 16:30:07
03895055/2015,cecon-documentoassinadopelocontribuinte,2015-07-27 09:07:29
03895055/2015,cecon-regimeespecialdetributaçãoassinado,2015-07-28 15:46:20
03895055/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-07-28 16:28:30
03895055/2015,orientacaocecon-atodeaprovaçãoassinado,2015-08-10 08:47:19
03895055/2015,cotri-aguardandoassinaturadocoordenador,2015-08-10 08:57:55
03895055/2015,cotri-atodeaprovaçãoassinado,2015-08-10 10:22:46
03895055/2015,gabinetesecretaria-aguardandoassinaturadosecretário,2015-08-10 10:23:28
03895055/2015,gabinetesecretaria-atodeaprovaçãoassinado,2015-08-13 13:33:06
03895055/2015,gabinetesecretaria-aguardandoassinaturadocontribuinte,2015-08-13 15:43:04
03895055/2015,gabinetesecretaria-atodeconcordânciadocontribuinteassinado,2015-08-24 08:27:52
03895055/2015,cecon-aguardandoprovidências,2015-08-24 08:28:15
03895055/2015,cecon-arquivado,2015-08-24 08:28:31
03986018/2015,cecon-protocolizado,2015-07-01 14:03:55
03986018/2015,cecon-distribuído,2015-07-01 14:03:56
03986018/2015,cecon-redistribuído,2015-10-19 09:27:57
03986018/2015,cecon-despachoassinado,2015-10-26 09:47:40
03986018/2015,orientacaocecon-aguardandoanálisedoorientador,2015-10-26 09:48:23
03986018/2015,orientacaocecon-analisado,2015-11-09 14:59:07
03986018/2015,cecon-aguardandoprovidências,2015-11-09 14:59:13
03986018/2015,cecon-arquivado,2015-11-10 08:22:55
03993324/2015,cecon-protocolizado,2015-07-01 15:30:15
03993324/2015,cecon-distribuído,2015-07-01 15:30:15
03993324/2015,cecon-regimeespecialdetributaçãoassinado,2015-07-28 10:11:36
03993324/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-07-28 10:22:08
03993324/2015,orientacaocecon-atodeaprovaçãoassinado,2015-07-29 14:59:44
03993324/2015,cotri-aguardandoassinaturadocoordenador,2015-07-29 15:00:37
03993324/2015,cotri-atodeaprovaçãoassinado,2015-07-29 15:23:25
03993324/2015,gabinetesecretaria-aguardandoassinaturadosecretário,2015-07-29 15:24:07
03993324/2015,gabinetesecretaria-atodeaprovaçãoassinado,2015-07-31 10:48:55
03993324/2015,gabinetesecretaria-aguardandoassinaturadocontribuinte,2015-07-31 14:05:49
03993324/2015,gabinetesecretaria-atodeconcordânciadocontribuinteassinado,2015-08-24 08:16:18
03993324/2015,cecon-aguardandoprovidências,2015-08-24 08:16:40
03993324/2015,cecon-arquivado,2015-08-24 08:17:39
03995645/2015,cecon-protocolizado,2015-07-01 15:54:28
03995645/2015,cecon-distribuído,2015-07-01 15:54:29
03995645/2015,cecon-despachoassinado,2015-07-10 16:24:09
03995645/2015,cecon-aguardandociênciadocontribuinte,2015-07-10 16:25:28
03995645/2015,cecon-despachoassinado,2015-07-13 11:47:21
03995645/2015,cecon-aguardandociênciadocontribuinte,2015-07-13 11:48:47
03995645/2015,cecon-ciente,2015-07-28 16:34:57
03995645/2015,cecon-documentoassinadopelocontribuinte,2015-07-31 14:34:23
03995645/2015,cecon-regimeespecialdetributaçãoassinado,2015-08-03 15:21:33
03995645/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-08-03 15:35:56
03995645/2015,orientacaocecon-atodeaprovaçãoassinado,2015-08-10 08:45:34
03995645/2015,cotri-aguardandoassinaturadocoordenador,2015-08-10 08:45:59
03995645/2015,cotri-sobrestado,2015-08-10 10:46:58
03995645/2015,cecon-aguardandoajustes,2015-08-10 10:47:06
03995645/2015,cecon-ajustado,2015-08-20 11:07:33
03995645/2015,cotri-aguardandoassinaturadocoordenador,2015-08-20 11:07:42
03995645/2015,cotri-sobrestado,2015-09-09 17:15:46
03995645/2015,cecon-aguardandoajustes,2015-09-09 17:15:54
03995645/2015,cecon-regimeespecialdetributaçãoassinado,2015-09-11 10:29:44
03995645/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-09-11 10:38:56
03995645/2015,orientacaocecon-atodeaprovaçãoassinado,2015-09-11 12:12:41
03995645/2015,cotri-aguardandoassinaturadocoordenador,2015-09-11 12:13:11
03995645/2015,cotri-atodeaprovaçãoassinado,2015-09-15 16:56:19
03995645/2015,gabinetesecretaria-aguardandoassinaturadosecretário,2015-09-15 16:57:00
03995645/2015,gabinetesecretaria-atodeaprovaçãoassinado,2015-09-21 12:17:41
03995645/2015,gabinetesecretaria-aguardandoassinaturadocontribuinte,2015-09-21 15:42:07
03995645/2015,gabinetesecretaria-documentoassinado,2015-09-29 12:04:39
03995645/2015,cecon-aguardandoprovidências,2015-09-29 13:59:45
03995645/2015,cecon-arquivado,2015-09-29 14:00:11
04000221/2015,cecon-protocolizado,2015-07-01 17:10:05
04000221/2015,cecon-distribuído,2015-07-01 17:10:08
04000221/2015,cecon-despachoassinado,2015-07-03 16:30:22
04000221/2015,cecon-aguardandociênciadocontribuinte,2015-07-03 16:31:45
04000221/2015,cecon-ciente,2015-07-16 08:49:57
04000221/2015,cecon-despachoassinado,2015-08-20 15:06:39
04000221/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-08-20 15:15:33
04000221/2015,orientacaocecon-atodeaprovaçãoassinado,2015-08-24 09:53:33
04000221/2015,cecon-aguardandoprovidências,2015-08-24 09:53:55
04000221/2015,cecon-despachoassinado,2015-08-24 10:21:39
04000221/2015,cecon-arquivado,2015-08-24 10:22:06
04000221/2015,cecon-despachoassinado,2017-12-27 12:21:41
04000221/2015,cecon-arquivado,2018-04-25 07:08:34
04007897/2015,cecon-protocolizado,2015-07-02 09:37:24
04007897/2015,cecon-distribuído,2015-07-02 09:37:24
04007897/2015,cecon-despachoassinado,2015-07-15 10:09:46
04007897/2015,cecon-aguardandociênciadocontribuinte,2015-07-15 10:10:40
04007897/2015,cecon-ciente,2015-07-16 09:00:56
04007897/2015,cecon-despachoassinado,2015-08-20 15:46:48
04007897/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-08-20 15:54:41
04007897/2015,orientacaocecon-atodeaprovaçãoassinado,2015-08-24 09:52:34
04007897/2015,cecon-aguardandoprovidências,2015-08-24 09:53:03
04007897/2015,cecon-despachoassinado,2015-08-24 10:11:59
04007897/2015,cecon-arquivado,2015-08-24 10:13:49
04007897/2015,cecon-atodeaprovaçãoassinado,2018-10-29 10:08:46
04007897/2015,cecon-arquivado,2018-11-01 08:45:53
04191400/2015,cecon-protocolizado,2015-07-09 13:11:46
04191400/2015,cecon-distribuído,2015-07-09 13:11:47
04191400/2015,cecon-despachoassinado,2015-07-15 08:45:34
04191400/2015,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2015-07-15 08:46:05
04191400/2015,cecon-ciente,2015-07-21 09:18:34
04191400/2015,cecon-documentoassinadopelocontribuinte,2015-07-27 19:31:13
04191400/2015,orientacaocecon-aguardandoanálisedoorientador,2016-03-14 10:03:27
04191400/2015,orientacaocecon-analisado,2016-03-21 09:33:47
04191400/2015,cotri-aguardandoanálisedocoordenador,2016-03-21 09:33:47
04191400/2015,cotri-analisado,2016-03-23 09:23:23
04191400/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-03-23 09:23:23
04191400/2015,gabinetesecretaria-documentoassinado,2016-03-29 18:49:53
04191400/2015,gabinetesecretaria-aguardandociênciadocontribuinte,2016-03-30 08:40:21
04191400/2015,gabinetesecretaria-ciente,2016-03-31 10:57:03
04191400/2015,cecon-aguardandoprovidências,2016-04-01 06:59:18
04191400/2015,cecon-arquivado,2016-04-01 07:00:02
04276502/2015,cecon-protocolizado,2015-07-14 09:27:56
04276502/2015,cecon-distribuído,2015-07-14 09:28:12
04276502/2015,cecon-despachoassinado,2015-07-27 10:21:21
04276502/2015,cecon-aguardandociênciadocontribuinte,2015-07-27 10:22:13
04276502/2015,cecon-ciente,2015-07-28 11:07:46
04276502/2015,cecon-documentoassinadopelocontribuinte,2015-08-21 08:52:29
04276502/2015,cecon-regimeespecialdetributaçãoassinado,2015-09-04 11:34:34
04276502/2015,orientacaocecon-aguardandoassinaturadoorientador,2015-09-04 11:44:51
04276502/2015,orientacaocecon-atodeaprovaçãoassinado,2015-09-04 17:33:50
04276502/2015,cotri-aguardandoassinaturadocoordenador,2015-09-04 17:34:17
04276502/2015,cotri-atodeaprovaçãoassinado,2015-09-17 17:46:10
04276502/2015,gabinetesecretaria-aguardandoassinaturadosecretário,2015-09-17 17:46:45
04276502/2015,gabinetesecretaria-atodeaprovaçãoassinado,2015-09-21 12:17:40
04276502/2015,gabinetesecretaria-documentoassinado,2015-09-28 11:04:41
04276502/2015,gabinetesecretaria-arquivado,2015-09-29 11:26:54
04276820/2015,cecon-protocolizado,2015-07-14 09:45:07
04276820/2015,cecon-distribuído,2015-07-14 09:45:11
04276820/2015,cecon-documentoassinadopelocontribuinte,2015-07-15 09:09:42
04276820/2015,cecon-despachoassinado,2015-08-14 10:57:08
04276820/2015,cecon-aguardandociênciadocontribuinte,2015-08-14 10:57:52
04276820/2015,cecon-ciente,2015-09-24 15:16:09
04276820/2015,cecon-documentoassinadopelocontribuinte,2015-09-24 15:30:07
04276820/2015,cecon-documentoassinado,2015-11-30 14:36:53
04276820/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-28 11:35:41
04276820/2015,cecon-aguardandoajustes,2015-12-28 16:05:59
04276820/2015,orientacaocecon-ajustado,2015-12-28 16:05:59
04276820/2015,cecon-ajustado,2015-12-29 08:27:53
04276820/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-29 08:27:55
04276820/2015,cecon-aguardandoprovidências,2015-12-29 17:21:27
04276820/2015,orientacaocecon-analisado,2015-12-29 17:21:27
04276820/2015,cecon-analisado,2016-01-13 18:44:44
04276820/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-13 18:44:44
04276820/2015,orientacaocecon-analisado,2016-01-21 10:55:56
04276820/2015,cotri-aguardandoanálisedocoordenador,2016-01-21 10:55:56
04276820/2015,cecon-aguardandoprovidências,2016-01-26 15:58:29
04276820/2015,cotri-analisado,2016-01-26 15:58:29
04276820/2015,cecon-ajustado,2016-01-27 10:47:05
04276820/2015,orientacaocecon-aguardandoanálisedocoordenador,2016-01-27 10:47:05
04276820/2015,orientacaocecon-analisado,2016-01-29 07:29:07
04276820/2015,cotri-aguardandoanálisedocoordenador,2016-01-29 07:29:07
04276820/2015,cotri-analisado,2016-02-01 08:48:32
04276820/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-02-01 08:48:32
04276820/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-02-12 21:43:25
04276820/2015,gabinetesecretaria-despachoassinado,2016-02-16 12:35:07
04276820/2015,cecon-aguardandoprovidências,2016-02-16 13:43:20
04276820/2015,cecon-arquivado,2016-02-16 13:43:52
04293423/2015,cecon-protocolizado,2015-07-14 14:21:26
04293423/2015,cecon-distribuído,2015-07-14 14:21:29
