,identificacao,activity,number_steps_x,Unnamed: 0,CompleteTimestamp,timestamp,number_steps_y,is_first_step,timestamp_shift,duracao,tempo_restante_conclusao,tempo_passado,day,month,year,day_of_week,is_weekend,quarter,is_quarter_end,hour,minute,second,steps,activity_cat
135,2586,8,3,7717,2012-06-13 21:10:12,2012-06-13 21:10:12,3,0,2012-06-13 21:16:21,0.0042708333333333,0.9460416666666668,0.0,13,6,2012,2,0,2,0,21,10,12,3,7
136,1927,8,3,5719,2011-11-04 17:33:42,2011-11-04 17:33:42,3,0,2011-11-04 23:14:59,0.2370023148148148,0.2370023148148148,0.0,4,11,2011,4,0,4,0,17,33,42,3,7
137,3927,6,3,11686,2012-05-24 23:43:18,2012-05-24 23:43:18,3,0,0 days 00:00:00,0.0,0.0004861111111111,0.0004861111111111,24,5,2012,3,0,2,0,23,43,18,3,5
138,319,6,5,900,2011-01-21 23:36:56,2011-01-21 23:36:56,5,0,0 days 00:00:00,0.0,2.9607638888888914,2.955879629629628,21,1,2011,4,0,1,0,23,36,56,5,5
139,499,8,3,1390,2011-01-28 22:49:49,2011-01-28 22:49:49,3,0,2011-01-31 17:58:40,2.7978125,2.7978125,0.0,28,1,2011,4,0,1,0,22,49,49,3,7
140,1948,1,6,5803,2011-01-25 01:04:35,2011-01-25 01:04:35,6,1,2011-01-27 17:02:12,2.665011574074074,10.678599537037035,0.0,25,1,2011,1,0,1,0,1,4,35,6,0
141,1948,1,6,5804,2011-01-27 17:02:12,2011-01-27 17:02:12,6,0,2011-01-27 17:02:19,8.101851851851852e-05,10.67851851851852,0.0,27,1,2011,3,0,1,0,17,2,12,6,0
142,2761,6,3,8235,2012-06-07 20:28:41,2012-06-07 20:28:41,3,0,0 days 00:00:00,0.0,8.101851851849418e-05,8.101851851849418e-05,7,6,2012,3,0,2,0,20,28,41,3,5
143,2015,8,3,6016,2011-05-18 16:15:41,2011-05-18 16:15:41,3,0,2011-05-18 17:02:34,0.0325578703703703,0.0325578703703703,0.0,18,5,2011,2,0,2,0,16,15,41,3,7
144,271,1,5,751,2010-03-08 20:44:57,2010-03-08 20:44:57,5,0,2010-03-08 20:45:49,0.0006018518518518,0.2198263888888889,0.0,8,3,2010,0,0,1,0,20,44,57,5,0
145,271,1,5,752,2010-03-08 20:45:49,2010-03-08 20:45:49,5,0,2010-03-08 20:52:48,0.004849537037037,0.2193634259259259,0.0006018518518518,8,3,2010,0,0,1,0,20,45,49,5,0
146,163,8,3,435,2010-10-27 19:46:30,2010-10-27 19:46:30,3,0,2010-10-27 19:46:36,6.944444444444444e-05,12.138310185185183,0.0,27,10,2010,2,0,4,0,19,46,30,3,7
147,264,1,3,729,2011-03-09 22:27:13,2011-03-09 22:27:13,3,1,2011-03-11 17:05:59,1.7769212962962964,1.7884837962962965,0.0,9,3,2011,2,0,1,0,22,27,13,3,0
148,4205,1,3,12535,2012-04-05 22:38:29,2012-04-05 22:38:29,3,1,2012-04-06 18:43:15,0.8366435185185185,0.9234837962962964,0.0,5,4,2012,3,0,2,0,22,38,29,3,0
149,2061,6,3,6159,2012-07-17 16:52:44,2012-07-17 16:52:44,3,0,0 days 00:00:00,0.0,0.0001157407407408,0.0001157407407408,17,7,2012,1,0,3,0,16,52,44,3,5
150,1806,6,5,5359,2010-04-16 20:59:17,2010-04-16 20:59:17,5,0,0 days 00:00:00,0.0,0.0912037037037037,0.0487384259259259,16,4,2010,4,0,2,0,20,59,17,5,5
151,827,8,4,2375,2011-11-16 22:34:14,2011-11-16 22:34:14,4,0,2011-11-16 22:37:12,0.0020601851851851,3.929641203703704,0.0,16,11,2011,2,0,4,0,22,34,14,4,7
152,2403,1,3,7165,2012-09-03 23:57:19,2012-09-03 23:57:19,3,1,2012-09-17 17:46:52,13.742743055555556,17.847662037037036,0.0,3,9,2012,0,0,3,0,23,57,19,3,0
153,1598,1,4,4742,2012-01-26 20:20:22,2012-01-26 20:20:22,4,1,2012-01-26 20:58:23,0.0264004629629629,0.1311342592592592,0.0,26,1,2012,3,0,1,0,20,20,22,4,0
154,2707,8,4,8051,2011-03-28 23:54:55,2011-03-28 23:54:55,4,0,2011-03-28 23:55:15,0.0002314814814814,3.039675925925926,0.0002314814814816,28,3,2011,0,0,1,0,23,54,55,4,7
155,2950,1,3,8816,2011-04-28 21:07:18,2011-04-28 21:07:18,3,1,2011-04-28 21:10:09,0.0019791666666666,0.0549884259259259,0.0,28,4,2011,3,0,2,0,21,7,18,3,0
156,1399,8,3,4113,2010-02-19 18:28:30,2010-02-19 18:28:30,3,0,2010-02-19 18:28:36,6.944444444444444e-05,9.25925925925926e-05,0.0,19,2,2010,4,0,1,0,18,28,30,3,7
157,1031,9,5,2996,2011-03-08 01:53:23,2011-03-08 01:53:23,5,0,2011-03-25 18:53:46,17.70859953703704,28.841782407407408,0.0002083333333331,8,3,2011,1,0,1,0,1,53,23,5,8
158,4483,8,3,13410,2011-06-09 22:53:18,2011-06-09 22:53:18,3,0,2011-06-09 23:29:33,0.0251736111111111,0.0251736111111111,0.0,9,6,2011,3,0,2,0,22,53,18,3,7
159,1935,9,7,5750,2011-02-11 23:33:41,2011-02-11 23:33:41,7,0,2011-02-14 17:36:09,2.751712962962963,16.462557870370368,0.0138773148148132,11,2,2011,4,0,1,0,23,33,41,7,8
160,2414,8,5,7203,2011-02-10 18:58:28,2011-02-10 18:58:28,5,0,2011-02-11 01:58:57,0.2920023148148148,0.9680787037037036,0.0,10,2,2011,3,0,1,0,18,58,28,5,7
161,2414,8,5,7205,2011-02-11 18:11:59,2011-02-11 18:11:59,5,0,2011-02-11 18:12:07,9.25925925925926e-05,0.6761689814814815,0.0003587962962963,11,2,2011,4,0,1,0,18,11,59,5,7
162,1401,6,4,4121,2012-04-06 22:45:11,2012-04-06 22:45:11,4,0,0 days 00:00:00,0.0,0.012233796296293,0.0119328703703729,6,4,2012,4,0,2,0,22,45,11,4,5
163,693,1,3,1952,2012-03-28 21:50:57,2012-03-28 21:50:57,3,1,2012-03-28 21:51:56,0.0006828703703703,0.8598726851851852,0.0,28,3,2012,2,0,1,0,21,50,57,3,0
164,3631,6,3,10800,2011-01-12 00:49:14,2011-01-12 00:49:14,3,0,0 days 00:00:00,0.0,0.0007638888888887,0.0007638888888887,12,1,2011,2,0,1,0,0,49,14,3,5
165,1502,9,9,4433,2011-05-25 21:23:02,2011-05-25 21:23:02,9,0,2011-05-31 23:39:13,6.094571759259259,30.08974537037037,0.0002662037037026,25,5,2011,2,0,2,0,21,23,2,9,8
166,1502,9,9,4435,2011-06-08 16:17:26,2011-06-08 16:17:26,9,0,2011-06-24 18:20:31,16.085474537037037,30.076817129629628,0.0043287037037025,8,6,2011,2,0,2,0,16,17,26,9,8
167,2011,1,4,6004,2010-10-11 20:41:13,2010-10-11 20:41:13,4,1,2010-10-11 20:45:40,0.0030902777777777,0.8551736111111111,0.0,11,10,2010,0,0,4,0,20,41,13,4,0
168,2011,1,4,6005,2010-10-11 20:45:40,2010-10-11 20:45:40,4,0,2010-10-12 17:12:07,0.8517013888888889,0.8547916666666667,0.0,11,10,2010,0,0,4,0,20,45,40,4,0
169,3244,6,4,9655,2010-05-19 22:42:03,2010-05-19 22:42:03,4,0,0 days 00:00:00,0.0,12.012245370370373,12.01175925925926,19,5,2010,2,0,2,0,22,42,3,4,5
170,4540,8,3,13575,2011-01-24 18:36:07,2011-01-24 18:36:07,3,0,2011-01-26 18:52:05,2.011087962962963,2.8157060185185183,0.0,24,1,2011,0,0,1,0,18,36,7,3,7
171,2070,9,4,6181,2012-03-20 19:10:47,2012-03-20 19:10:47,4,0,2012-04-05 22:51:58,16.15359953703704,16.155104166666668,0.001504629629629,20,3,2012,1,0,1,0,19,10,47,4,8
172,3939,6,3,11715,2012-05-16 21:52:09,2012-05-16 21:52:09,3,0,0 days 00:00:00,0.0,0.9357638888888892,0.9357638888888892,16,5,2012,2,0,2,0,21,52,9,3,5
173,503,6,5,1406,2012-10-19 17:02:02,2012-10-19 17:02:02,5,0,0 days 00:00:00,0.0,1.7833333333333314,1.0196064814814818,19,10,2012,4,0,4,0,17,2,2,5,5
174,1491,6,5,4388,2010-09-07 16:15:12,2010-09-07 16:15:12,5,0,0 days 00:00:00,0.0,0.0069675925925878,0.0056018518518499,7,9,2010,1,0,3,0,16,15,12,5,5
175,1768,1,3,5250,2010-01-22 17:17:33,2010-01-22 17:17:33,3,1,2010-01-22 17:46:15,0.0199305555555555,3.2127199074074078,0.0,22,1,2010,4,0,1,0,17,17,33,3,0
176,3580,8,5,10649,2010-05-27 16:20:20,2010-05-27 16:20:20,5,0,2010-05-27 20:38:06,0.1790046296296296,19.57065972222222,0.0,27,5,2010,3,0,2,0,16,20,20,5,7
177,3580,8,5,10651,2010-06-07 17:51:06,2010-06-07 17:51:06,5,0,2010-06-08 17:05:16,0.9681712962962964,12.031203703703705,0.9681712962962976,7,6,2010,0,0,2,0,17,51,6,5,7
178,522,9,4,1468,2011-12-05 17:32:43,2011-12-05 17:32:43,4,0,2011-12-12 18:34:29,7.042893518518518,7.055150462962962,0.0122569444444451,5,12,2011,0,0,4,0,17,32,43,4,8
179,4427,6,4,13228,2011-12-05 23:28:40,2011-12-05 23:28:40,4,0,0 days 00:00:00,0.0,0.2442592592592589,0.2399074074074079,5,12,2011,0,0,4,0,23,28,40,4,5
180,718,6,3,2034,2011-12-06 20:20:18,2011-12-06 20:20:18,3,0,0 days 00:00:00,0.0,1.97542824074074,1.97542824074074,6,12,2011,1,0,4,0,20,20,18,3,5
181,1369,6,6,4037,2011-08-26 22:17:15,2011-08-26 22:17:15,6,0,0 days 00:00:00,0.0,4.123124999999998,3.999062500000001,26,8,2011,4,0,3,0,22,17,15,6,5
182,1531,1,3,4528,2012-02-07 00:06:10,2012-02-07 00:06:10,3,1,2012-02-07 00:21:24,0.0105787037037037,0.0166666666666666,0.0,7,2,2012,1,0,1,0,0,6,10,3,0
183,3214,6,4,9573,2012-10-12 18:23:31,2012-10-12 18:23:31,4,0,0 days 00:00:00,0.0,15.675381944444442,8.899791666666665,12,10,2012,4,0,4,0,18,23,31,4,5
184,3197,1,4,9518,2011-01-26 01:28:06,2011-01-26 01:28:06,4,1,2011-01-27 16:59:47,1.6470023148148147,1.647222222222222,0.0,26,1,2011,2,0,1,0,1,28,6,4,0
185,3197,1,4,9519,2011-01-27 16:59:47,2011-01-27 16:59:47,4,0,2011-01-27 16:59:59,0.0001388888888888,1.6471412037037036,0.0,27,1,2011,3,0,1,0,16,59,47,4,0
186,4171,6,7,12439,2011-03-09 23:21:10,2011-03-09 23:21:10,7,0,2011-03-14 19:34:45,4.842766203703704,5.100520833333333,4.6296296296155504e-05,9,3,2011,2,0,1,0,23,21,10,7,5
187,4171,6,7,12443,2011-03-14 19:35:30,2011-03-14 19:35:30,7,0,0 days 00:00:00,0.0,0.2578587962962961,0.2564236111111109,14,3,2011,0,0,1,0,19,35,30,7,5
188,429,6,4,1196,2011-06-23 22:56:12,2011-06-23 22:56:12,4,0,0 days 00:00:00,0.0,0.0824652777777779,0.082349537037037,23,6,2011,3,0,2,0,22,56,12,4,5
189,2456,1,3,7330,2011-10-13 21:46:42,2011-10-13 21:46:42,3,1,2011-10-13 22:31:54,0.0313888888888888,0.8340046296296296,0.0,13,10,2011,3,0,4,0,21,46,42,3,0
190,3051,1,5,9077,2011-04-06 18:59:00,2011-04-06 18:59:00,5,1,2011-04-06 18:59:31,0.0003587962962962,6.8912962962962965,0.0,6,4,2011,2,0,2,0,18,59,0,5,0
191,1871,6,3,5572,2012-05-10 21:52:34,2012-05-10 21:52:34,3,0,0 days 00:00:00,0.0,0.010497685185185,0.010497685185185,10,5,2012,3,0,2,0,21,52,34,3,5
192,2779,8,3,8277,2012-06-06 20:39:36,2012-06-06 20:39:36,3,0,2012-07-02 17:40:39,25.875729166666662,25.875729166666662,0.0,6,6,2012,2,0,2,0,20,39,36,3,7
193,3505,1,3,10440,2010-12-29 02:31:43,2010-12-29 02:31:43,3,1,2011-01-18 00:44:13,19.92534722222222,19.925671296296297,0.0,29,12,2010,2,0,4,0,2,31,43,3,0
194,850,8,2,2439,2011-12-21 19:30:57,2011-12-21 19:30:57,2,1,2011-12-27 20:40:28,6.048275462962963,6.048275462962963,0.0,21,12,2011,2,0,4,0,19,30,57,2,7
195,2649,1,5,7889,2010-05-26 16:16:03,2010-05-26 16:16:03,5,1,2010-05-26 16:16:42,0.0004513888888888,0.0867129629629629,0.0,26,5,2010,2,0,2,0,16,16,3,5,0
196,2649,1,5,7890,2010-05-26 16:16:42,2010-05-26 16:16:42,5,0,2010-05-26 16:16:42,0.0,0.0867129629629629,0.0,26,5,2010,2,0,2,0,16,16,42,5,0
197,2649,1,5,7891,2010-05-26 16:16:42,2010-05-26 16:16:42,5,0,2010-05-26 17:42:11,0.0593634259259259,0.086261574074074,0.0,26,5,2010,2,0,2,0,16,16,42,5,0
198,2230,1,3,6631,2011-11-28 23:08:58,2011-11-28 23:08:58,3,1,2011-12-01 00:25:19,2.053020833333333,16.00630787037037,0.0,28,11,2011,0,0,4,0,23,8,58,3,0
199,133,8,4,351,2011-01-26 21:00:03,2011-01-26 21:00:03,4,0,2011-01-28 23:29:17,2.1036342592592594,2.103715277777778,8.101851851849418e-05,26,1,2011,2,0,1,0,21,0,3,4,7
200,4486,8,3,13416,2010-11-15 18:21:25,2010-11-15 18:21:25,3,0,2010-11-15 18:21:43,0.0002083333333333,4.683912037037037,0.0,15,11,2010,0,0,4,0,18,21,25,3,7
201,227,1,3,631,2011-05-17 17:14:34,2011-05-17 17:14:34,3,1,2011-05-17 17:14:52,0.0002083333333333,3.1439699074074072,0.0,17,5,2011,1,0,2,0,17,14,34,3,0
202,1289,8,3,3808,2010-11-26 23:22:41,2010-11-26 23:22:41,3,0,2010-11-26 23:22:49,9.25925925925926e-05,0.000162037037037,0.0,26,11,2010,4,0,4,0,23,22,41,3,7
203,741,6,3,2107,2012-07-31 17:29:21,2012-07-31 17:29:21,3,0,0 days 00:00:00,0.0,0.196574074074074,0.196574074074074,31,7,2012,1,0,3,0,17,29,21,3,5
204,3621,6,4,10768,2010-11-11 19:55:27,2010-11-11 19:55:27,4,0,0 days 00:00:00,0.0,0.0020601851851851,0.0019212962962963,11,11,2010,3,0,4,0,19,55,27,4,5
205,339,9,4,953,2012-05-15 23:07:03,2012-05-15 23:07:03,4,0,2012-05-16 23:57:16,1.0348726851851853,1.104872685185185,0.0018055555555553,15,5,2012,1,0,2,0,23,7,3,4,8
206,1327,6,3,3899,2012-09-13 22:58:00,2012-09-13 22:58:00,3,0,0 days 00:00:00,0.0,8.093715277777779,8.093715277777775,13,9,2012,3,0,3,0,22,58,0,3,5
207,1732,6,3,5143,2012-03-29 23:59:29,2012-03-29 23:59:29,3,0,0 days 00:00:00,0.0,0.0001967592592592,0.0001967592592592,29,3,2012,3,0,1,0,23,59,29,3,5
208,2916,6,3,8707,2011-10-06 16:19:04,2011-10-06 16:19:04,3,0,0 days 00:00:00,0.0,2.0095023148148137,2.0095023148148137,6,10,2011,3,0,4,0,16,19,4,3,5
209,749,9,5,2131,2012-05-30 22:50:55,2012-05-30 22:50:55,5,0,2012-05-31 15:50:25,0.7079861111111111,12.682349537037036,2.314814814852184e-05,30,5,2012,2,0,2,0,22,50,55,5,8
210,1996,1,3,5947,2010-11-20 00:49:35,2010-11-20 00:49:35,3,1,2010-11-23 23:32:00,3.9461226851851854,3.9571875,0.0,20,11,2010,5,1,4,0,0,49,35,3,0
211,4229,8,3,12619,2010-12-16 20:21:39,2010-12-16 20:21:39,3,0,2011-01-18 19:06:04,32.94751157407408,32.94751157407408,0.0,16,12,2010,3,0,4,0,20,21,39,3,7
212,592,6,2,1666,2012-02-01 02:03:03,2012-02-01 02:03:03,2,0,0 days 00:00:00,0.0,0.0,0.0,1,2,2012,2,0,1,0,2,3,3,2,5
213,3451,1,4,10264,2011-03-30 22:29:15,2011-03-30 22:29:15,4,0,2011-03-30 23:31:14,0.0430439814814814,0.0444444444444444,0.0,30,3,2011,2,0,1,0,22,29,15,4,0
214,3071,4,5,9137,2012-10-23 18:32:01,2012-10-23 18:32:01,5,0,2012-10-30 01:12:01,6.277777777777778,31.924282407407404,0.0025694444444468,23,10,2012,1,0,4,0,18,32,1,5,3
215,2652,6,3,7903,2011-01-13 20:22:14,2011-01-13 20:22:14,3,0,0 days 00:00:00,0.0,0.0186226851851851,0.0186226851851851,13,1,2011,3,0,1,0,20,22,14,3,5
216,1373,1,4,4044,2010-04-09 15:37:43,2010-04-09 15:37:43,4,1,2010-04-14 23:09:55,5.314027777777778,5.316909722222222,0.0,9,4,2010,4,0,2,0,15,37,43,4,0
217,1373,1,4,4045,2010-04-14 23:09:55,2010-04-14 23:09:55,4,0,2010-04-14 23:13:59,0.002824074074074,5.316851851851852,0.0,14,4,2010,2,0,2,0,23,9,55,4,0
218,1402,6,4,4125,2010-06-14 22:41:55,2010-06-14 22:41:55,4,0,0 days 00:00:00,0.0,1.0028240740740737,0.7953356481481499,14,6,2010,0,0,2,0,22,41,55,4,5
219,3097,6,2,9217,2012-01-25 01:01:34,2012-01-25 01:01:34,2,0,0 days 00:00:00,0.0,0.0,0.0,25,1,2012,2,0,1,0,1,1,34,2,5
220,1385,6,4,4087,2010-04-29 16:54:28,2010-04-29 16:54:28,4,0,0 days 00:00:00,0.0,0.0001620370370369,0.0001041666666665,29,4,2010,3,0,2,0,16,54,28,4,5
221,1058,6,4,3095,2012-07-18 23:43:16,2012-07-18 23:43:16,4,0,0 days 00:00:00,0.0,5.09546296296296,5.095185185185185,18,7,2012,2,0,3,0,23,43,16,4,5
222,3790,8,3,11251,2011-08-03 23:54:03,2011-08-03 23:54:03,3,0,2011-08-29 16:20:20,25.68491898148148,25.68491898148148,0.0,3,8,2011,2,0,3,0,23,54,3,3,7
223,1033,9,4,3005,2011-11-24 01:07:21,2011-11-24 01:07:21,4,0,2011-12-12 18:40:33,18.73138888888889,23.924386574074077,5.192997685185183,24,11,2011,3,0,4,0,1,7,21,4,8
224,1834,6,3,5452,2011-03-01 17:17:33,2011-03-01 17:17:33,3,0,0 days 00:00:00,0.0,0.0004745370370367,0.0004745370370367,1,3,2011,1,0,1,0,17,17,33,3,5
225,128,6,3,339,2011-11-28 18:46:59,2011-11-28 18:46:59,3,0,2011-11-28 18:46:59,0.0,0.067037037037037,0.0,28,11,2011,0,0,4,0,18,46,59,3,5
226,128,6,3,340,2011-11-28 18:46:59,2011-11-28 18:46:59,3,0,0 days 00:00:00,0.0,0.0,0.0,28,11,2011,0,0,4,0,18,46,59,3,5
227,3749,6,3,11125,2011-06-14 22:06:33,2011-06-14 22:06:33,3,0,0 days 00:00:00,0.0,11.996759259259258,11.996759259259258,14,6,2011,1,0,2,0,22,6,33,3,5
228,3724,1,3,11049,2010-03-12 20:17:34,2010-03-12 20:17:34,3,1,2010-03-12 20:18:44,0.0008101851851851,0.0876851851851851,0.0,12,3,2010,4,0,1,0,20,17,34,3,0
229,392,6,3,1087,2012-03-12 23:53:29,2012-03-12 23:53:29,3,0,2012-03-12 23:57:06,0.002511574074074,0.2053587962962963,0.0,12,3,2012,0,0,1,0,23,53,29,3,5
230,392,6,3,1088,2012-03-12 23:57:06,2012-03-12 23:57:06,3,0,0 days 00:00:00,0.0,0.002511574074074,0.002511574074074,12,3,2012,0,0,1,0,23,57,6,3,5
231,610,1,3,1710,2010-09-03 16:49:02,2010-09-03 16:49:02,3,1,2010-09-09 18:01:32,6.050347222222222,6.057951388888889,0.0,3,9,2010,4,0,3,0,16,49,2,3,0
232,2155,1,3,6435,2010-09-17 21:09:36,2010-09-17 21:09:36,3,1,2010-09-22 18:25:48,4.88625,4.890173611111112,0.0,17,9,2010,4,0,3,0,21,9,36,3,0
233,2756,8,3,8219,2010-09-29 15:10:08,2010-09-29 15:10:08,3,0,2010-09-29 15:10:31,0.0002662037037037,0.6528240740740741,0.0,29,9,2010,2,0,3,0,15,10,8,3,7
234,1155,8,5,3389,2010-09-22 21:06:53,2010-09-22 21:06:53,5,0,2010-09-23 16:55:05,0.8251388888888889,14.014247685185186,0.0,22,9,2010,2,0,3,0,21,6,53,5,7
235,1155,8,5,3391,2010-09-30 21:01:01,2010-09-30 21:01:01,5,0,2010-09-30 21:01:10,0.0001041666666666,7.996030092592593,0.8251388888888886,30,9,2010,3,0,3,1,21,1,1,5,7
236,4019,6,11,11979,2010-11-11 01:21:11,2010-11-11 01:21:11,11,0,0 days 00:00:00,0.0,21.069155092592588,7.429930555555558,11,11,2010,3,0,4,0,1,21,11,11,5
237,2166,1,3,6465,2011-08-30 22:57:04,2011-08-30 22:57:04,3,1,2011-09-02 00:15:56,2.0547685185185185,9.919039351851852,0.0,30,8,2011,1,0,3,0,22,57,4,3,0
238,4396,8,3,13142,2012-08-14 16:51:59,2012-08-14 16:51:59,3,0,2012-08-14 16:58:31,0.004537037037037,0.0115856481481481,0.0,14,8,2012,1,0,3,0,16,51,59,3,7
239,2743,1,5,8168,2010-12-22 19:47:01,2010-12-22 19:47:01,5,1,2010-12-22 19:50:25,0.0023611111111111,19.984675925925927,0.0,22,12,2010,2,0,4,0,19,47,1,5,0
240,922,9,6,2672,2011-03-10 00:29:36,2011-03-10 00:29:36,6,0,2011-03-15 20:44:33,5.843715277777778,29.00381944444444,0.000115740740739,10,3,2011,3,0,1,0,0,29,36,6,8
241,922,9,6,2673,2011-03-15 20:44:33,2011-03-15 20:44:33,6,0,2011-03-25 23:54:37,10.13199074074074,23.41506944444444,0.254965277777778,15,3,2011,1,0,1,0,20,44,33,6,8
242,3755,1,3,11140,2011-10-17 23:18:59,2011-10-17 23:18:59,3,1,2011-11-02 20:16:01,15.872939814814815,15.890520833333332,0.0,17,10,2011,0,0,4,0,23,18,59,3,0
243,2462,8,4,7346,2012-06-12 22:40:43,2012-06-12 22:40:43,4,0,2012-06-14 18:36:38,1.830497685185185,1.8305902777777776,0.0,12,6,2012,1,0,2,0,22,40,43,4,7
244,2106,6,4,6299,2010-03-26 22:50:27,2010-03-26 22:50:27,4,0,0 days 00:00:00,0.0,0.0015046296296296,0.0012962962962962,26,3,2010,4,0,1,0,22,50,27,4,5
245,2311,1,5,6879,2011-02-16 22:36:14,2011-02-16 22:36:14,5,1,2011-02-16 22:36:37,0.0002662037037037,5.924780092592592,0.0,16,2,2011,2,0,1,0,22,36,14,5,0
246,270,8,6,745,2011-04-01 16:49:20,2011-04-01 16:49:20,6,0,2011-04-01 17:42:02,0.0365972222222222,5.082719907407408,0.0,1,4,2011,4,0,2,0,16,49,20,6,7
247,270,8,6,748,2011-04-04 18:05:40,2011-04-04 18:05:40,6,0,2011-04-06 18:48:27,2.029710648148148,3.053425925925926,0.0402662037037035,4,4,2011,0,0,2,0,18,5,40,6,7
248,3453,6,4,10273,2011-02-19 01:24:46,2011-02-19 01:24:46,4,0,0 days 00:00:00,0.0,0.0006018518518517,0.0004398148148148,19,2,2011,5,1,1,0,1,24,46,4,5
249,2630,8,3,7834,2012-04-10 17:15:47,2012-04-10 17:15:47,3,0,2012-04-11 18:39:36,1.0582060185185185,1.0582060185185185,0.0,10,4,2012,1,0,2,0,17,15,47,3,7
250,3305,8,3,9853,2010-12-14 17:18:01,2010-12-14 17:18:01,3,0,2011-01-04 00:47:15,20.31196759259259,20.311967592592595,0.0,14,12,2010,1,0,4,0,17,18,1,3,7
251,1463,1,4,4309,2011-09-02 23:14:41,2011-09-02 23:14:41,4,1,2011-09-14 15:54:09,11.694074074074074,12.880393518518517,0.0,2,9,2011,4,0,3,0,23,14,41,4,0
252,1463,1,4,4310,2011-09-14 15:54:09,2011-09-14 15:54:09,4,0,2011-09-14 17:24:43,0.0628935185185185,12.8175,0.0,14,9,2011,2,0,3,0,15,54,9,4,0
253,531,6,3,1482,2011-12-12 23:49:16,2011-12-12 23:49:16,3,0,0 days 00:00:00,0.0,0.6778587962962961,0.6778587962962961,12,12,2011,0,0,4,0,23,49,16,3,5
254,2804,8,3,8354,2010-05-10 16:56:32,2010-05-10 16:56:32,3,0,2010-05-10 16:56:38,6.944444444444444e-05,46.7043287037037,0.0,10,5,2010,0,0,2,0,16,56,32,3,7
255,4219,8,5,12579,2011-06-29 15:51:17,2011-06-29 15:51:17,5,0,2011-07-05 22:11:13,6.263842592592592,30.17877314814815,0.0002083333333331,29,6,2011,2,0,2,0,15,51,17,5,7
256,3751,6,3,11131,2012-03-20 23:03:28,2012-03-20 23:03:28,3,0,0 days 00:00:00,0.0,0.0013425925925925,0.0013425925925925,20,3,2012,1,0,1,0,23,3,28,3,5
257,616,8,3,1730,2010-03-24 20:24:16,2010-03-24 20:24:16,3,0,2010-04-14 22:51:34,21.102291666666662,21.102291666666662,0.0,24,3,2010,2,0,1,0,20,24,16,3,7
258,3154,6,3,9384,2011-11-18 00:55:49,2011-11-18 00:55:49,3,0,0 days 00:00:00,0.0,3.220416666666667,3.220416666666667,18,11,2011,4,0,4,0,0,55,49,3,5
259,895,8,6,2579,2010-11-11 17:40:24,2010-11-11 17:40:24,6,0,2010-11-12 19:04:52,1.058657407407407,12.76414351851852,0.0,11,11,2010,3,0,4,0,17,40,24,6,7
260,895,8,6,2582,2010-11-12 20:10:27,2010-11-12 20:10:27,6,0,2010-11-23 20:22:41,11.00849537037037,11.726284722222225,0.672245370370371,12,11,2010,4,0,4,0,20,10,27,6,7
261,4514,6,5,13499,2010-09-16 23:39:30,2010-09-16 23:39:30,5,0,0 days 00:00:00,0.0,0.2741203703703704,0.1956597222222222,16,9,2010,3,0,3,0,23,39,30,5,5
262,1732,8,3,5142,2012-03-29 23:31:30,2012-03-29 23:31:30,3,0,2012-03-29 23:59:29,0.0194328703703703,0.0194328703703703,0.0,29,3,2012,3,0,1,0,23,31,30,3,7
263,916,8,3,2651,2011-07-05 17:07:41,2011-07-05 17:07:41,3,0,2011-07-05 17:07:49,9.25925925925926e-05,0.0001851851851851,0.0,5,7,2011,1,0,3,0,17,7,41,3,7
264,2407,9,7,7177,2011-07-25 20:43:07,2011-07-25 20:43:07,7,0,2011-08-05 21:35:14,11.03619212962963,35.02572916666666,0.0873842592592595,25,7,2011,0,0,3,0,20,43,7,7,8
265,2407,9,7,7180,2011-08-18 15:44:21,2011-08-18 15:44:21,7,0,2011-08-26 22:20:33,8.27513888888889,26.1542824074074,8.27513888888889,18,8,2011,3,0,3,0,15,44,21,7,8
266,2198,8,3,6546,2011-09-29 23:15:26,2011-09-29 23:15:26,3,0,2011-09-30 15:06:25,0.6604050925925926,2.054548611111111,0.0,29,9,2011,3,0,3,0,23,15,26,3,7
267,1089,6,5,3193,2011-03-30 18:26:55,2011-03-30 18:26:55,5,0,0 days 00:00:00,0.0,0.0047106481481478,0.0041319444444454,30,3,2011,2,0,1,0,18,26,55,5,5
268,1486,1,3,4373,2012-01-19 00:03:59,2012-01-19 00:03:59,3,1,2012-01-19 00:04:20,0.0002430555555555,0.0219444444444444,0.0,19,1,2012,3,0,1,0,0,3,59,3,0
269,2779,6,3,8278,2012-07-02 17:40:39,2012-07-02 17:40:39,3,0,0 days 00:00:00,0.0,0.1382523148148138,0.1382523148148138,2,7,2012,0,0,3,0,17,40,39,3,5
270,75,6,4,190,2010-04-23 15:45:04,2010-04-23 15:45:04,4,0,0 days 00:00:00,0.0,0.0001504629629636,9.259259259408736e-05,23,4,2010,4,0,2,0,15,45,4,4,5
271,669,6,3,1881,2012-05-02 18:01:58,2012-05-02 18:01:58,3,0,0 days 00:00:00,0.0,0.0148379629629629,0.0148379629629629,2,5,2012,2,0,2,0,18,1,58,3,5
272,3747,1,3,11116,2012-01-16 23:16:46,2012-01-16 23:16:46,3,1,2012-01-19 01:04:11,2.0745949074074077,9.83914351851852,0.0,16,1,2012,0,0,1,0,23,16,46,3,0
