case_id,prefix,k,time_passed,recent_time,latest_time,remaining_time_days
Case 4571,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 4571,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 4571,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,0
Case 4016,closed,0,0,0,0,0
Case 4489,closed,0,0,0,0,0
Case 2196,closed,0,0,0,0,0
Case 1736,take-in-charge-ticket,0,0,0,0,49
Case 1736,take-in-charge-ticket resolve-ticket,1,0,0,0,49
Case 1736,take-in-charge-ticket resolve-ticket closed,2,49,49,49,0
Case 4283,closed,0,0,0,0,0
Case 2115,closed,0,0,0,0,0
Case 2337,closed,0,0,0,0,0
Case 884,closed,0,0,0,0,0
Case 1513,closed,0,0,0,0,0
Case 861,closed,0,0,0,0,0
Case 2435,closed,0,0,0,0,0
Case 1538,closed,0,0,0,0,0
Case 2798,closed,0,0,0,0,0
Case 1213,closed,0,0,0,0,0
Case 750,closed,0,0,0,0,0
Case 1834,assign-seriousness,0,0,0,0,43
Case 1834,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 1834,assign-seriousness take-in-charge-ticket resolve-ticket,2,7,7,7,35
Case 1834,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,42,43,35,0
Case 2094,assign-seriousness,0,0,0,0,45
Case 2094,assign-seriousness take-in-charge-ticket,1,0,0,0,45
Case 2094,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,45
Case 2094,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,45,45,0
Case 4405,assign-seriousness,0,0,0,0,43
Case 4405,assign-seriousness take-in-charge-ticket,1,1,0,1,42
Case 4405,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,42
Case 4405,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,42,42,0
Case 842,assign-seriousness,0,0,0,0,40
Case 842,assign-seriousness take-in-charge-ticket,1,0,0,0,40
Case 842,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,40
Case 842,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,40,40,40,0
Case 1866,resolve-ticket,0,0,0,0,15
Case 1866,resolve-ticket closed,1,15,0,15,0
Case 1724,assign-seriousness,0,0,0,0,59
Case 1724,assign-seriousness wait,1,6,0,6,52
Case 1724,assign-seriousness wait take-in-charge-ticket,2,24,24,18,34
Case 1724,assign-seriousness wait take-in-charge-ticket wait,3,24,18,0,34
Case 1724,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket,4,28,4,4,29
Case 1724,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,28,4,0,29
Case 1724,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,57,29,29,0
Case 956,assign-seriousness,0,0,0,0,59
Case 956,assign-seriousness take-in-charge-ticket,1,0,0,0,59
Case 956,assign-seriousness take-in-charge-ticket resolve-ticket,2,14,14,14,44
Case 956,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,58,59,44,0
Case 190,assign-seriousness,0,0,0,0,39
Case 190,assign-seriousness take-in-charge-ticket,1,0,0,0,39
Case 190,assign-seriousness take-in-charge-ticket resolve-ticket,2,9,9,9,29
Case 190,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,38,39,29,0
Case 2384,assign-seriousness,0,0,0,0,39
Case 2384,assign-seriousness take-in-charge-ticket,1,0,0,0,39
Case 2384,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,38
Case 2384,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,2,2,1,37
Case 2384,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,2,1,0,37
Case 2384,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket take-in-charge-ticket,5,2,0,0,37
Case 2384,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,6,3,1,1,36
Case 2384,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,7,24,22,21,14
Case 2384,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,8,24,21,0,14
Case 2384,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,9,38,14,14,0
Case 4270,assign-seriousness,0,0,0,0,45
Case 4270,assign-seriousness take-in-charge-ticket,1,0,0,0,45
Case 4270,assign-seriousness take-in-charge-ticket resolve-ticket,2,15,15,15,29
Case 4270,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,44,45,29,0
Case 2038,assign-seriousness,0,0,0,0,42
Case 2038,assign-seriousness take-in-charge-ticket,1,2,0,2,40
Case 2038,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,0,40
Case 2038,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,42,40,40,0
Case 843,assign-seriousness,0,0,0,0,54
Case 843,assign-seriousness take-in-charge-ticket,1,0,0,0,54
Case 843,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,6,6,47
Case 843,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,53,54,47,0
Case 2295,assign-seriousness,0,0,0,0,47
Case 2295,assign-seriousness take-in-charge-ticket,1,0,0,0,47
Case 2295,assign-seriousness take-in-charge-ticket wait,2,0,0,0,46
Case 2295,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,7,7,7,39
Case 2295,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,8,8,1,38
Case 2295,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,5,16,9,8,29
Case 2295,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,16,8,0,29
Case 2295,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,7,45,29,29,0
Case 236,closed,0,0,0,0,0
Case 1424,closed,0,0,0,0,0
Case 4179,assign-seriousness,0,0,0,0,43
Case 4179,assign-seriousness assign-seriousness,1,0,0,0,43
Case 4179,assign-seriousness assign-seriousness take-in-charge-ticket,2,6,6,6,37
Case 4179,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,6,6,0,37
Case 4179,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,43,37,37,0
Case 1511,assign-seriousness,0,0,0,0,43
Case 1511,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 1511,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 1511,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,0
Case 2767,assign-seriousness,0,0,0,0,43
Case 2767,assign-seriousness assign-seriousness,1,0,0,0,43
Case 2767,assign-seriousness assign-seriousness take-in-charge-ticket,2,1,1,1,42
Case 2767,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,8,8,7,35
Case 2767,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,43,42,35,0
Case 250,assign-seriousness,0,0,0,0,43
Case 250,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 250,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,5,5,38
Case 250,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,38,0
Case 3985,assign-seriousness,0,0,0,0,43
Case 3985,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 3985,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 3985,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,0
Case 4200,assign-seriousness,0,0,0,0,49
Case 4200,assign-seriousness take-in-charge-ticket,1,0,0,0,48
Case 4200,assign-seriousness take-in-charge-ticket resolve-ticket,2,19,19,19,29
Case 4200,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,48,48,29,0
Case 2480,assign-seriousness,0,0,0,0,37
Case 2480,assign-seriousness take-in-charge-ticket,1,1,0,1,36
Case 2480,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,36
Case 2480,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,37,36,36,0
Case 2726,closed,0,0,0,0,0
Case 725,closed,0,0,0,0,0
Case 4038,take-in-charge-ticket,0,0,0,0,15
Case 4038,take-in-charge-ticket resolve-ticket,1,0,0,0,15
Case 4038,take-in-charge-ticket resolve-ticket closed,2,15,15,15,0
Case 2048,take-in-charge-ticket,0,0,0,0,15
Case 2048,take-in-charge-ticket resolve-ticket,1,0,0,0,15
Case 2048,take-in-charge-ticket resolve-ticket closed,2,15,15,15,0
Case 879,closed,0,0,0,0,0
Case 2864,closed,0,0,0,0,0
Case 3506,take-in-charge-ticket,0,0,0,0,15
Case 3506,take-in-charge-ticket resolve-ticket,1,0,0,0,15
Case 3506,take-in-charge-ticket resolve-ticket closed,2,15,15,15,0
Case 355,closed,0,0,0,0,0
Case 667,assign-seriousness,0,0,0,0,43
Case 667,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 667,assign-seriousness take-in-charge-ticket resolve-ticket,2,13,13,13,30
Case 667,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,30,0
Case 3088,assign-seriousness,0,0,0,0,41
Case 3088,assign-seriousness assign-seriousness,1,0,0,0,40
Case 3088,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,40
Case 3088,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,13,13,13,27
Case 3088,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,21,21,8,18
Case 3088,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,21,8,0,18
Case 3088,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,39,18,18,0
Case 4360,assign-seriousness,0,0,0,0,43
Case 4360,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 4360,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 4360,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,0
Case 922,assign-seriousness,0,0,0,0,44
Case 922,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 922,assign-seriousness take-in-charge-ticket wait,2,13,13,13,30
Case 922,assign-seriousness take-in-charge-ticket wait wait,3,18,18,5,25
Case 922,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket,4,28,15,10,14
Case 922,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,5,28,10,0,14
Case 922,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket closed,6,42,14,14,0
Case 3345,closed,0,0,0,0,0
Case 2744,assign-seriousness,0,0,0,0,37
Case 2744,assign-seriousness take-in-charge-ticket,1,0,0,0,36
Case 2744,assign-seriousness take-in-charge-ticket wait,2,0,1,0,36
Case 2744,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,21,21,21,14
Case 2744,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,21,21,0,14
Case 2744,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,35,14,14,0
Case 3005,assign-seriousness,0,0,0,0,48
Case 3005,assign-seriousness take-in-charge-ticket,1,1,0,1,46
Case 3005,assign-seriousness take-in-charge-ticket resolve-ticket,2,17,18,16,29
Case 3005,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,46,46,29,0
Case 2878,closed,0,0,0,0,0
Case 4406,assign-seriousness,0,0,0,0,43
Case 4406,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 4406,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,0,0,0,42
Case 4406,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,12,13,12,29
Case 4406,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket closed,4,41,42,29,0
Case 1971,assign-seriousness,0,0,0,0,43
Case 1971,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 1971,assign-seriousness take-in-charge-ticket resolve-ticket,2,4,4,4,39
Case 1971,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,39,0
Case 2468,assign-seriousness,0,0,0,0,43
Case 2468,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 2468,assign-seriousness take-in-charge-ticket wait,2,0,0,0,43
Case 2468,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,12,12,12,30
Case 2468,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,12,12,0,30
Case 2468,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,42,30,30,0
Case 1031,assign-seriousness,0,0,0,0,50
Case 1031,assign-seriousness take-in-charge-ticket,1,0,0,0,50
Case 1031,assign-seriousness take-in-charge-ticket wait,2,11,11,11,38
Case 1031,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,28,28,17,21
Case 1031,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,28,17,0,21
Case 1031,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,49,21,21,0
Case 2991,assign-seriousness,0,0,0,0,47
Case 2991,assign-seriousness take-in-charge-ticket,1,0,0,0,47
Case 2991,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,47
Case 2991,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,47,47,47,0
Case 2652,closed,0,0,0,0,0
Case 3136,assign-seriousness,0,0,0,0,43
Case 3136,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 3136,assign-seriousness take-in-charge-ticket resolve-ticket,2,3,3,3,40
Case 3136,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,40,0
Case 85,assign-seriousness,0,0,0,0,43
Case 85,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 85,assign-seriousness take-in-charge-ticket resolve-ticket,2,7,7,7,36
Case 85,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,36,0
Case 108,closed,0,0,0,0,0
Case 1767,assign-seriousness,0,0,0,0,43
Case 1767,assign-seriousness take-in-charge-ticket,1,4,0,4,39
Case 1767,assign-seriousness take-in-charge-ticket resolve-ticket,2,4,4,0,39
Case 1767,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,39,39,0
Case 30,closed,0,0,0,0,0
Case 4100,assign-seriousness,0,0,0,0,35
Case 4100,assign-seriousness take-in-charge-ticket,1,3,0,3,32
Case 4100,assign-seriousness take-in-charge-ticket wait,2,3,3,0,32
Case 4100,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,5,2,2,29
Case 4100,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,5,2,0,29
Case 4100,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,34,29,29,0
Case 2054,assign-seriousness,0,0,0,0,47
Case 2054,assign-seriousness take-in-charge-ticket,1,5,0,5,42
Case 2054,assign-seriousness take-in-charge-ticket resolve-ticket,2,9,10,4,37
Case 2054,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,16,11,7,30
Case 2054,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,16,7,0,29
Case 2054,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket closed,5,45,30,29,0
Case 160,assign-seriousness,0,0,0,0,49
Case 160,assign-seriousness take-in-charge-ticket,1,0,0,0,49
Case 160,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,49
Case 160,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,49,49,49,0
Case 1631,closed,0,0,0,0,0
Case 3914,assign-seriousness,0,0,0,0,34
Case 3914,assign-seriousness take-in-charge-ticket,1,0,0,0,34
Case 3914,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,34
Case 3914,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,34,34,34,0
Case 1395,assign-seriousness,0,0,0,0,39
Case 1395,assign-seriousness assign-seriousness,1,0,0,0,39
Case 1395,assign-seriousness assign-seriousness take-in-charge-ticket,2,3,3,3,35
Case 1395,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,4,4,1,34
Case 1395,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,38,35,34,0
Case 3295,assign-seriousness,0,0,0,0,40
Case 3295,assign-seriousness take-in-charge-ticket,1,0,0,0,40
Case 3295,assign-seriousness take-in-charge-ticket wait,2,0,0,0,40
Case 3295,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,10,10,10,29
Case 3295,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,10,10,0,29
Case 3295,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,39,29,29,0
Case 2943,closed,0,0,0,0,0
Case 3197,closed,0,0,0,0,0
Case 460,assign-seriousness,0,0,0,0,34
Case 460,assign-seriousness take-in-charge-ticket,1,2,0,2,32
Case 460,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,0,32
Case 460,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,34,32,32,0
Case 214,closed,0,0,0,0,0
Case 1414,closed,0,0,0,0,0
Case 21,closed,0,0,0,0,0
Case 2856,closed,0,0,0,0,0
Case 252,resolve-ticket,0,0,0,0,15
Case 252,resolve-ticket closed,1,15,0,15,0
Case 473,resolve-ticket,0,0,0,0,15
Case 473,resolve-ticket closed,1,15,0,15,0
Case 2149,assign-seriousness,0,0,0,0,37
Case 2149,assign-seriousness take-in-charge-ticket,1,1,0,1,35
Case 2149,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,7,5,30
Case 2149,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,6,5,0,29
Case 2149,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,6,0,0,29
Case 2149,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket closed,5,35,29,29,0
Case 4226,assign-seriousness,0,0,0,0,36
Case 4226,assign-seriousness take-in-charge-ticket,1,0,0,0,36
Case 4226,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,35
Case 4226,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,36,35,0
Case 900,assign-seriousness,0,0,0,0,40
Case 900,assign-seriousness take-in-charge-ticket,1,24,0,24,15
Case 900,assign-seriousness take-in-charge-ticket wait,2,24,24,0,15
Case 900,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,24,0,0,14
Case 900,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,24,0,0,14
Case 900,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,38,14,14,0
Case 647,assign-seriousness,0,0,0,0,32
Case 647,assign-seriousness take-in-charge-ticket,1,0,0,0,32
Case 647,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 647,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,32,32,0
Case 4190,assign-seriousness,0,0,0,0,37
Case 4190,assign-seriousness take-in-charge-ticket,1,0,0,0,37
Case 4190,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,37
Case 4190,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,37,37,37,0
Case 1108,assign-seriousness,0,0,0,0,32
Case 1108,assign-seriousness take-in-charge-ticket,1,0,0,0,32
Case 1108,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 1108,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,32,32,0
Case 3873,assign-seriousness,0,0,0,0,32
Case 3873,assign-seriousness take-in-charge-ticket,1,0,0,0,32
Case 3873,assign-seriousness take-in-charge-ticket wait,2,0,0,0,32
Case 3873,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,0,0,0,31
Case 3873,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,0,0,0,31
Case 3873,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,31,31,31,0
